table_id,result
61a35741-c534-441c-a274-f1c360500138,banker
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,banker
61a35741-c534-441c-a274-f1c360500138,bankerSuper6
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,banker
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,bankerSuper6
61a35741-c534-441c-a274-f1c360500138,banker
61a35741-c534-441c-a274-f1c360500138,bankerSuper6
61a35741-c534-441c-a274-f1c360500138,banker
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,tie
61a35741-c534-441c-a274-f1c360500138,bankerSuper6
61a35741-c534-441c-a274-f1c360500138,player
61a35741-c534-441c-a274-f1c360500138,banker
61a35741-c534-441c-a274-f1c360500138,banker
